"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83"
"CAL-51",0.109618136956051,-0.0263773318196956,0.041312924845902,-0.0762186252733033,0.0765457858308393,-0.0365483014543455,0.0521979538782354,-0.139296572108912,-0.172520798933561,0.062245694840382,0.0830064837569396,-0.00865782886638816,-0.0563314671833786,0.147414398110471,0.0135314284948727,0.0941595063278626,0.00840909572837715,-0.312061194322154,-0.237247360364689,-0.257288209880462,0.393320071712965,-0.126833630581754,-0.0119837264002786,-0.169236106183738,-0.152839405654961,-0.142686384335165,-0.216669611604869,0.0577724043176341,0.1247353351895,-0.0379162762816216,0.128110889776308,0.143285588689085,-0.00892889589783943,-0.00784003217451986,0.213851991146283,-0.0311298270905916,-0.120755213271021,-0.239438409391888,0.0865386012553428,0.0624013942007411,0.0520295836548383,-0.178206680197518,-0.0325002024881149,0.141100366480733,0.0179679930859742,-0.0736598140674397,-0.105234748483182,-0.0636081529795607,0.0771346141767506,-0.0968027819608969,-0.0448759983666954,0.0946816469581797,0.0997767932909139,0.0877425602077468,-0.0558743655854361,0.00819786520273342,-0.0427066081496832,0.088457406212201,-0.0839477962936637,0.033028422527919,-0.018606596741036,-0.0931995218730341,-0.0346245108478519,0.0054305664242697,0.00205461515805487,-0.0260820005222434,0.036489027427812,0.0226810829372913,0.0227802053399109,0.016794298340291,0.043465877914741,0.0458391337831826,-0.00294826179561702,-0.0385570038116432,-0.037607793692843,0.0190875446393669,-0.0123430503284057,0.000109512128639286,0.0343322445868508,0.00875156661770191,0.118637773019948,0.0237500874000248,-0.0131140983520031
"Calu-3",0.109751808648442,0.00133930815537587,-0.190535886232641,0.0302876814912961,-0.0959250327948782,0.0224522031874909,0.0103938777274651,0.0298351166755862,-0.0986128529760902,0.0323839559709909,0.12854736848568,-0.117049365063679,0.0525034067161425,0.0529208373677447,-0.148341873058297,-0.0752684316487525,0.402417074218691,0.0350877699624673,0.00830084304272027,0.0232605890397215,-0.0903538959355376,-0.135968903323957,0.039921398189116,0.115463322641792,-0.0762938312527383,-0.294470411062219,0.053330164738061,0.0554504257693273,0.19676963775942,0.0816781100613979,0.0720664740481166,-0.0505296003723067,0.00120675980090978,-0.167062252272628,0.0384977418205002,0.0294262778330269,-0.0676820830864974,0.0217485119536273,0.0318422221036795,0.041991364544704,0.0631737581383277,0.0365065656131495,0.000557286892958406,0.000132202016312928,0.089826508223635,-0.000673881141281418,-0.176047602529009,0.193948030864644,0.0599056227415802,-0.0473071951561054,-0.0799849738034042,-0.300859203546262,-0.087754764937146,-0.00101094454982701,-0.00153929905156577,0.0275766558202023,0.120256997222013,-0.0318845505806692,-0.0496891212844782,0.111495827329414,-0.105411626066045,0.080923954722003,-0.0455261933311343,-0.209547519613094,0.116558192007219,-0.0286683701435008,-0.111031478768667,0.0251095464276392,0.213869691413618,-0.15603840389887,-0.0929426073231055,0.0977177452402294,0.0671097112209795,0.0914262591139731,0.189633095708052,0.0348558283304198,0.0351026160695124,0.0569527141929593,-0.0418305564756009,0.0406187330553241,-0.0990506879496544,-0.0130206488720482,-0.000595657592055543
"Calu-6",0.110102166841554,-0.0964905432692014,0.0379171799728733,-0.0996705831938699,0.0528772300180144,0.0634746504813193,-0.0544134369316952,-0.0421324397149121,-0.0283729275925888,0.0964540366476603,-0.059280317257763,-0.145252131008883,-0.0201738763171986,0.0322383747767147,-0.0273835357882601,-0.0682617789012926,-0.0640100583344185,-0.249931699086678,0.00479794322741942,-0.0603619501558774,-0.331728080346586,0.0150463259854375,-0.209146787230561,-0.263355532279136,0.216558958255535,0.0226197268509684,-0.130374957496295,0.242093284962338,-0.0290741950854024,-0.0971284726413794,0.0990432934944158,0.00246274729383075,0.0467499967816299,-0.17151158819148,-0.00465592274814393,0.151448450083259,-0.0207539787749118,0.235602167899448,0.00317899348814922,0.0226996089050506,0.0610909186530204,-0.17927421920223,0.0434800701627055,0.070832696872744,0.128555638038675,0.174543477984114,0.0732443093079166,-0.0956609506262343,-0.155014052879332,-0.129739827972746,-0.00958513425015377,-0.206340428617085,-0.12174510607482,-0.0977317249793099,-0.0196487272505707,-0.0579831970663527,-0.161543676040459,-0.0351363707459349,0.0677310291469327,0.116548160426027,-0.0990197161194243,0.111126344316048,0.0759824228984085,0.0772237214178219,0.0595470402288546,0.0455013519165972,0.114040521450128,0.0824581130779406,0.0461227680258265,0.0334963085556421,-0.095001730949833,-0.00656768656455869,-0.10446664426347,-0.0846462290912087,-0.058734818513743,-0.0486735033019279,-0.0554510942496263,-0.0475948262499489,0.0486031617171126,-0.00259737841141504,0.0246531736233409,0.0210110098944539,0.0244662484517486
"CAMA-1",0.109667988741235,0.190387093147266,0.119065443095893,0.117032496707202,0.0493594892238338,0.110854898788154,-0.0218380438813165,0.029601039778313,0.0870671035130159,-0.0545528338985832,0.0913898092671428,-0.0948414119030402,0.0617249474288657,0.0199262761709064,0.029595723164074,-0.00598503341370188,0.00660990214555553,0.0355019408652217,-0.0610025016496803,-0.0426809414561177,-0.0761782505248217,0.0424479254641795,0.033453155715686,0.0362837431345015,0.00196311473839381,0.0100886755658727,0.108360374292375,0.00398778537659266,0.174758094113393,-0.0969468084687021,0.0566416701567809,0.0510026797292842,-0.0971413276299271,-0.0934812701829071,0.0368375094639226,-0.00906764391140887,-0.00063840014518779,-0.107814985365707,0.162576381503315,-0.0620793104695801,-0.00484017668514084,0.0830665924180426,0.0647944203563601,0.115148997036547,0.0816784354854502,0.046380733335818,0.165069250636641,0.00634064082393553,0.049762608848342,-0.121964387489355,0.148723808258111,-0.00907822485121521,-0.0903504865871832,0.00431191898442199,-0.302874873750037,-0.128690592542361,0.108889294803932,-0.0180277666104595,0.238195047383277,-0.0833090391497946,-0.0224969749823401,-0.0423455000134976,-0.109639880198564,0.0168985832769394,0.0511915270738762,0.138808767506829,-0.0291065846401869,0.0482154026570772,-0.200862587640956,0.0785132943829739,0.330693782114428,0.0617002245139586,-0.0786072341742709,-0.0483188618035605,0.316185901260777,0.124467175341351,-0.262873006740615,-0.047414486716542,0.130220845834602,-0.183529147719705,-0.030273807339234,0.0106179428499901,-0.00271350542958315
"COLO-205",0.108146712191432,0.133511796757338,-0.161043160245427,-0.189608849650609,0.0444168969549833,0.20370649007618,0.00589219464386204,0.00219096364155849,-0.0266409254591423,-0.0925547431029936,0.0335485853293597,-0.000317118356302992,-0.0388443982669497,-0.160441237426055,0.0657660384489374,0.196793851727012,-0.0915248293030834,-0.094790102133031,0.0333622130199352,0.147314368617082,-0.0443049278794953,-0.00177841373931823,0.205809088719458,0.115158782069248,0.0017082934553173,0.115274067891317,0.0478699224471989,0.104252254887992,-0.0222531911428109,-0.0538905332782177,-0.169596411020844,-0.0194327277097316,-0.0490160120885365,0.0434268288820967,0.185103375353491,0.0662115268760727,0.0891622010278237,0.0729457346187433,0.30861471719469,0.177445562076306,0.0939286968850841,0.0701770519048779,-0.118818941403248,-0.069484314235615,-0.105371771396419,0.00650841404954036,-0.0786369505059913,-0.109051370873131,0.0368963747821885,0.0205667003605469,-0.269153493217832,0.0817913626387879,-0.0836040064591788,0.149869381046184,-0.11975158361621,-0.112040897559339,-0.273943942756151,0.0101390047045172,-0.083531452732573,0.0913425751539718,-0.140718102549443,-0.0784460686568967,-0.0607476087611234,-0.0513476751473213,0.0247616012016814,0.188404907008339,0.0465349770701231,-0.132047623696563,0.0627453061953678,0.0280051672047368,-0.0765665712067203,0.0989110523166744,-0.0843664924541714,0.0987160260600365,0.0805176943539899,-0.0336913043561011,0.0286148594546266,-0.0737654404663206,-0.110146814099268,-0.0224040600900984,-0.0572698014444726,0.00525173111559202,-0.000387444173316209
"DMS-114",0.107514412475767,-0.0696247169171797,0.264284239256244,-0.0770143771667175,-0.0273396445994263,-0.225811786057772,0.0081958643152249,-0.126790436826082,-0.0846757166943606,-0.0582028318105388,0.183647362238863,0.0395610574054136,-0.0127501204657565,-0.0719948072749757,-0.0169931985736616,0.0811753830388422,0.141598074447255,-0.221498805166622,-0.124582262128253,0.133420251429445,0.0200404402244683,-0.0012622696536804,0.0258035740226559,-0.0319930875455288,0.0489441913088984,0.066859888255821,0.0374449064804734,-0.0901158418712397,-0.0976826126585074,-0.062077667312283,-0.269776589856236,0.0552284745768467,-0.110803416970747,-0.029779646050887,-0.144848767650564,0.174826461949948,0.226359267137098,0.00894367601901827,0.0165015814130447,-0.043765232112876,0.00691452233599403,0.18438709597648,-0.0689210281152875,-0.0688292357099861,0.200483180158203,0.212098224932481,0.00933391925514244,0.00192390046953256,0.0162424149952967,-0.049770587260674,-0.00242113087704007,-0.00170496031845487,0.033976463657177,-0.233536392439608,-0.101462705103747,0.127454893708492,0.08266229070923,0.230262099741283,-0.0608938234126224,0.243342391467152,0.131592710559429,-0.119760887404994,-0.00448643083722911,-0.0800563158280984,-0.0788521446079624,-0.167847616629441,-0.115815694321066,-0.0239553623247333,-0.0384230921622486,-0.0323177475122739,-0.0037578450978465,0.044381277745064,-0.0449830512160075,0.0358629223424548,0.00149952701826371,0.0461122030266744,-0.0540084723016962,0.0169048003775652,-0.112221397234341,-0.0644189360598006,-0.000209996621205874,-0.0158882842426709,0.0182747941204183
"DU-4475",0.104768838262871,0.0761805821496188,0.0889067276291826,-0.232376440098499,-0.123780872819923,0.0267729688128257,-0.0796527115632015,-0.309294863656614,0.169486407648338,-0.0817092082544959,-0.427599216646443,-0.360070259749855,-0.287317591256415,-0.0627377787705224,0.0992457303762587,-0.210763085970256,-0.00447456196132367,-0.0914688483282389,-0.0107782044027728,0.131944919407487,0.0984043694140157,-0.175012343258839,-0.0526595150928206,0.25373286435479,0.0651481248636416,-0.0373334494191474,0.0371953505777262,-0.274298920272241,0.0505420663061412,-0.0303922381683578,0.168019861139282,0.0107307540186752,-0.111264902943883,0.0891000895010061,-0.0178485216158429,0.0339987029025719,-0.000827496893921517,0.00242686668514584,-0.054517063439293,0.046852325412748,-0.0632546959659271,0.00507770210165395,0.0101502120733078,0.0460877601900617,0.0115334967665794,0.044126089874972,-0.0912013949035429,0.049319462298399,-0.0613260466681366,-0.0115968627340152,0.0537115184391543,0.0170775937416247,-0.0374391864081418,0.0221204067310624,0.0331498120381182,-0.00980927370892027,-0.00790088223942727,0.00400432490389301,-0.0400377834505437,0.025545689622688,-0.0367189611848897,-0.0353925723717349,0.00575371149949006,-0.00713779139779464,-0.0301103743134483,-0.00119297420900713,0.00692225460046561,0.0427788508862546,-0.000593686338983671,0.0114003291737694,0.0121261359057094,0.0279859722051285,0.0194887689763379,-0.00376829837768503,0.0333448346194831,-0.00108132853629042,-0.00642177736978963,-0.0177758850475689,0.00604560424212081,0.00399803589036032,-0.00150726402203959,-0.00408929928277607,-0.0119952262345124
"EVSA-T",0.108592700341994,0.193144824480769,0.118295921754934,0.0529962222588995,0.008693473883506,0.0155261615845353,0.0795594733027541,0.108297015834729,-0.0209194757825203,0.0945410550079064,-0.00251536914595615,0.0699055916300707,-0.131376741827442,0.119053531897246,0.0105674499306041,0.0176714600038151,-0.0474354534305536,0.125581600625131,-0.120179262003647,0.0955869805563969,0.0628294119238785,0.264324728156474,0.0474455545428116,-0.0616649739633569,0.131709284579248,0.12181471207355,0.0129282627446211,-0.0123841562162056,0.0487406763719005,0.052915535352216,0.328166784364681,-0.0091148988296828,-0.0695065470544895,0.00364768578188334,0.0729182112941949,0.209755586807745,0.0691062389651093,-0.102555753216771,-0.188840880997485,-0.0636509372639764,0.0551335414059319,7.63817832587707e-05,-0.117273535962366,-0.0541834653696163,-0.27538146468105,0.0452107555853447,-0.115708191351153,0.146327157502096,0.027684854227347,-0.153213104599352,-0.277474569901465,-0.057156190360728,-0.0843027984569988,-0.241951565213917,-0.0505801131843612,-0.102237286431456,-0.082300667340544,-0.11936671587698,-0.158409852239296,-0.0493765992840665,0.115600837778844,-0.0684166774478459,0.194468183939966,-0.147899257369575,0.0859698112187072,-0.0849041546861549,0.0092663099953702,0.0737850139718401,-0.0612952615641355,0.0151061725461937,-0.0318434252957244,-0.0531533784807592,-0.0520544063036921,0.0528530491556273,0.0296749621137677,0.0914791484597206,-0.042397018372415,0.058070473830869,-0.0107167104030322,0.0199245415849849,0.0303017084703302,-0.0344797626553268,-0.0339954237005788
"HCC1143",0.111430131643029,-0.0691167778706977,-0.122989641497041,0.0414696868467572,-0.107385557807939,-0.236654936346174,0.0128514357737066,0.104213043164622,0.0246167992892715,0.218513813878967,-0.0526259536855295,-0.199933837631729,0.0769604631572787,0.0676494047857622,0.10675475396058,0.102491608149958,0.0626415225337316,0.117052170516138,-0.0655652851101792,0.0493973432256345,0.136337336048399,0.0210193290265554,0.0173628232422469,0.162001629583388,0.0249883612276541,0.110005219520903,-0.0323774635686927,0.116729702104468,-0.047768720610606,-0.104912018746136,-0.077452552494777,0.116754516921559,0.057290929763774,0.00576887289864466,-0.0580951652636167,0.06069806044317,0.0463815978367677,0.117379430120642,0.0472136178436976,0.0668338409874362,0.0200548410880435,-0.0431669489042361,0.0314588596502132,0.120054876352064,-0.00116179504243352,-0.0133727915477962,0.0788253774445109,-0.0637128169184375,0.0128180600016492,0.0165515838067008,0.0185634829258942,-0.0387274013167268,0.0525295647532878,-0.0227792417905923,-0.0335461232953717,-0.0683105200242932,0.0039595580435534,0.014021213065406,-0.0521543385912294,-0.0579134126843163,-0.0773674405152792,0.0158326694376592,-0.0582135544810979,0.0217966346229007,0.0255259792051158,-0.080291097425983,0.02197446188075,0.0218128985666056,-0.0243858654116879,0.0159125199367065,-0.0238693550228326,-0.0748893877871036,-0.0184126793605843,-0.0204278012218541,0.0130986125750238,0.0318027920188101,-0.00929326650110877,-0.0063783309928698,-0.00460328386381761,-0.000945324898582151,-0.00314681148524901,0.0020145327600653,-0.726357578458058
"HCC1187",0.108576312540178,0.0255800424059933,0.0508326144978511,0.0719817431974435,-0.29807236592951,-0.0621290008264312,-0.124785158794114,-0.0630496145257931,-0.102509288631878,-0.213208524591805,-0.154812105855849,0.189839116471212,0.108285033052165,0.0585109810570276,0.135616647886071,-0.0530858159957363,0.0768043957733569,-0.091957162835123,0.00229448267533049,-0.0353176647869687,0.0929209501768718,0.163560266444054,-0.290828743517337,0.125842505823067,-0.0587413943798652,0.117577074333125,0.0538793867508702,0.396244206485331,0.167978288655061,0.134808575345912,-0.121952236343332,-0.182119477898202,-0.182179684029927,0.00302869671821996,0.0876592972076823,-0.0485541376649683,-0.206178699641565,0.208700993649648,-0.0884854078329633,0.0411196453426189,-0.0270432195324885,0.074064728041456,0.0490598725822066,-0.0607206866446207,-0.0314192616466309,0.0143027040456425,-0.212206089593322,-0.0223373871282424,-0.0866790718720533,-0.057696008207404,-0.0173662861767505,0.128742332306498,-0.00578868361468532,-0.0541291468738648,-0.0966891715802752,0.0440096851184163,0.0295068774774826,0.024205912776686,0.0682206421963793,-0.0880643070385358,0.0166926408515845,-0.119654195811822,0.0076608719059629,0.0196593016822407,-0.0837317220934078,0.0685116516450332,-0.00608266352302099,0.0283972288128389,-0.000444460807722126,-0.0229343189557443,-0.00293092151566052,0.0165586881312829,0.0579565138247976,0.0155319543854955,-0.0245592824275419,0.0461353136844537,-0.0043394952795995,-0.0011688329977378,0.0285151555899283,-0.00729629012401421,0.0112851685331235,0.0493791176984078,-0.0174087102548795
"HCC1395",0.10968768957979,-0.13467966695116,0.0865826254908471,0.0555488692924265,-0.134515284223728,0.206514164712321,-0.0906052400008722,0.020046447819251,-0.0434175521041006,0.0377506145275343,-0.0349945872872311,0.00239610404147175,0.0464250300251386,0.174395821192934,0.0952320540376164,0.0664532814779263,-0.0127042026540919,0.00944164280424055,0.0758094784636595,-0.0747596328617334,-0.197481867095771,0.121093456935567,-0.035936100893865,0.0755199494004447,0.0460232233215168,-0.125026205952872,0.141076309626399,-0.0564123933702106,-0.101705942039221,-0.213342099654509,-0.0703719334694668,0.148270939035106,-0.0306719527986942,-0.0402967030046716,0.0235291132560447,-0.101846685564854,0.0239632365181027,0.0318763980185545,0.0769083972892821,-0.153202158237141,0.149031405090264,-0.038337696431491,-0.183034115676107,0.184781538320753,-0.0226454597208241,-0.117700401851563,-0.347128511618664,0.0588231889683593,-0.0350900276830739,0.149663561714744,-0.0150682014838066,0.00965454040255531,0.152451788540403,-0.122404575789084,0.27051734426651,-0.0374074916838947,0.044008914962281,-0.0277379870692781,-0.178334648805216,0.125527395737159,0.204982877767677,-0.0369176627424518,-0.241182910379812,0.0138865381814023,0.0332458222898151,0.0505379736300953,0.126868799542361,0.00796058731568511,-0.0256869421323577,0.14305573578285,0.157055698500226,-0.00264263817646988,-0.0671678843340025,-0.0676912755990391,0.0396178822284955,-0.0165552846136399,-0.0465523916453517,-0.00677833584375574,-0.0119857739760311,-0.0225887854431715,0.0268002089128481,0.00761007330459158,0.0186270897870316
"HCC1419",0.107701939591543,0.202555743787708,0.0931698997850669,0.143101154907461,0.137499127956937,0.0772403865767504,0.0776605433368731,0.0801503286466251,0.0494570721325934,0.0980589883881975,0.0534044496503333,0.00467473771853474,-0.134846636541162,-0.0247993236560613,-0.0142030248046311,0.00511719979445285,0.0187537146528133,-0.168750117571956,0.10841695561859,0.0502888173222902,0.157726822980044,-0.0927055128952128,0.255198028819777,0.0255768417491818,0.116886279974211,-0.025600052818139,0.0726335738684387,0.181713669180006,-0.211021049809287,0.0252200869413221,0.0901023572698407,-0.0986486428334626,0.0351245518790055,0.0331087626735039,-0.244093562265437,-0.0244085435282193,-0.10248904232989,0.103543910392431,-0.117564075287347,0.0267846450588467,-0.0710560242786873,-0.0676190531191919,-0.0869043583928073,-0.226262298350897,0.19090369232256,-0.134986108833452,-0.223910988646786,-0.0677823798027055,-0.240485146883954,-0.11131552115649,0.0195904236546199,0.0709747986346961,0.287358359617916,-0.00615583838512661,-0.0755207867398585,-0.144055172530587,0.0481603183941336,0.00892748390838471,0.0945713247078921,-0.0630977250454146,-0.0505140219233171,0.18567723943297,-0.170412804710618,-0.0612169738031052,-0.0251799261627705,-0.0546896502015162,-0.0721011735987033,0.0872289913634932,0.0521492487571825,0.102349096018069,-0.00187304446099351,0.0242104099770299,0.0109606823694653,-0.0179783978010635,0.0732712973665854,-0.0430146095050057,0.00285077198357728,-0.030772659544725,-0.0224405239494897,-0.0149152474396048,0.0583558592198361,0.0075320322847587,0.00434686489597896
"HCC1428",0.109035674900079,0.137777237934625,0.133412998365828,0.133402937956639,0.0377915171625035,-0.0629797747243831,0.00683671451926345,0.0193219805527714,0.0737813728321302,-0.0709007266610265,0.00975933229018082,-0.12363091390419,0.101210583277296,-0.104522542500109,-0.00105211804868421,0.172005018988525,-0.0809518212648367,0.0969321946159956,0.177330820179331,0.0894321198756415,0.106244391153704,-0.180799462074981,-0.340389640521373,-0.00919217638758999,0.06977106001308,-0.0370733911208391,-0.234664424679465,-0.00606800680250997,-0.139225959388485,0.0937969278777044,-0.0949360467989011,0.0567782867500427,-0.0137860356774325,-0.034514827705932,0.13638444837803,-0.10399790967518,0.174060527978305,0.0264307562528677,0.00857024898960521,-0.073734066658056,0.0327469425797824,-0.0274129394704141,-0.0943373756191823,-0.169536347580631,0.132930140274717,0.0209878698535773,-0.0740665589049665,0.0819093138428948,0.182271306782222,-0.102584473921944,-0.214681733258999,-0.136078962514602,-0.0853278475942209,0.125804829299599,0.137832582627299,-0.15414025952405,0.153154354970056,0.149702655974909,0.025070605465004,-0.182077688087243,0.0957322767159159,-0.0285966795792707,0.0815201196500576,0.203214797252814,0.137656878146834,-0.00592696630437883,0.05691686992672,0.0659996196641607,0.0951008837646446,0.103125200404515,0.0558228715086104,0.109445510546577,0.0587963436039208,0.0076270704666275,0.0628018794049309,0.0113032091244544,0.00635301899512787,-0.0592968864716862,-0.00970622449700545,0.0999393538273163,0.0350112737284026,-0.0339906779266882,0.014276844426119
"HCC1500",0.10731130169962,0.176256047858924,0.136777610250793,0.0994899177912182,0.180226148019563,0.0987145945762177,-0.0876759048776389,0.00842161361684841,0.0861620733273931,-0.130854536344484,0.00377506187404177,0.0152222096170956,0.196707856476377,-0.0561087773077361,0.132388773152692,0.242215526234187,-0.069204875747221,-0.0300126795806732,0.0590103060861061,0.0982580913364224,-0.00379517141853374,-0.0529066111374732,-0.158371177107376,0.184521695209237,-0.228123075548769,-0.141642007217687,-0.0591916324683681,-0.0441883888927321,0.189649568898334,0.11790377126492,0.0474105620701257,-0.148748930386929,0.137315075844999,-0.00482431067365656,-0.293285327855762,0.124612861872302,0.135394088008829,0.0536497144415859,0.0994373770580805,0.121087910710378,0.0935925602334523,-0.363772385096943,0.0569361449475382,0.11321841436787,-0.0255733218183263,-0.0467100023583436,0.0840895843250473,0.000610977407491824,0.00989114010278969,-0.0990729719806386,0.0755058401931338,0.0811154234180335,0.111624099036067,-0.146576803320011,0.0711345149958887,0.154027024894577,-0.0380302794723764,-0.142754399168175,-0.105331647016982,0.0851725366296977,0.0645560800918175,-0.0136022236209627,0.0684829935558834,-0.110673283084197,-0.0397426506290065,0.0342305202978343,-0.0190417281347328,-0.0272176714433688,-0.0120155903280047,-0.0821611821457781,-0.0558618782583383,-0.0448320993201483,-0.0639722221083461,-0.013592137897301,-0.0260163118752617,-0.0222694622697751,-0.00711642082603695,-0.00272364947895998,0.00332418152644907,-0.0218117312868045,-0.0349474032528383,-0.0250057278688003,-0.00871254377545847
"HCC1569",0.109238956350081,-0.031617720273507,0.0861830075906704,0.0115228601180265,-0.266788594511008,0.082998403778649,-0.0605315284939442,-0.118341981138547,-0.0149732959706818,0.0979196876300439,0.0996105989533873,0.0574693183554809,0.10203149667043,0.207480218530995,-0.0400666374972291,0.0588669883490729,-0.0415381565526426,0.0703067837453662,0.122342060654825,-0.176645203342507,0.0198674176900866,-0.276982807502043,0.0931918100944211,-0.107003932780235,0.146842694637165,0.196811236110702,0.0634984171735861,-0.198433173058159,0.0502207195086313,0.460330116833675,0.0844351331797211,0.0792869913664575,0.0405365895272872,0.0835268362624196,-0.100878805451404,0.235334043351406,-0.00908533847652385,0.161940403375926,0.220567214091066,-0.00988335827851847,0.143563929878142,0.128455472443057,0.052775447818414,-0.0419223697013764,-0.0437052962854871,-0.150807194709573,0.0383553087230021,0.0711297719139159,-0.0704194648847596,-0.0527999636364445,0.0295706376812257,-0.00427085133315831,-0.01919927068806,0.0428806480333504,-0.00940215483285659,0.0794692812289078,-0.137733979029081,0.103293174777041,0.0661368655915981,-0.013509833898443,-0.00697169313165147,-0.0186036392543596,-0.075853005907696,0.0119320307767987,0.00826180106640595,-0.0399299286885427,0.156019137711656,0.0146630918808759,0.0141348830038849,0.0172927558311011,0.0353978106245913,-0.0372218433371385,0.0589547201644419,-0.0151512134713302,-0.00672931782707419,0.0440408440254713,0.0319928757888344,-0.00297266331661739,0.0467406180431652,-0.00442456973628861,0.0442078576690771,-0.0228958328570139,-6.3208474848837e-05
"HCC1806",0.110784280538554,-0.0334561497020624,-0.146716216673618,0.0530535121462554,-0.0898172423323883,-0.212204258673207,-0.0496036588287535,0.00633281187465195,-0.0135279431906869,0.224892162821925,-0.0291440310826418,-0.215493632345018,0.155545484130614,0.0697263749844058,0.184453962309886,0.0812597491215206,0.0866309579590057,0.135403193568993,-0.139007589741387,0.036772837936065,0.154330019625575,0.0751835512579534,0.0563081948363431,0.208958659122211,0.055538190869503,0.134864271502522,-0.0909573031363647,0.0893433730408037,-0.106499872505278,-0.0863311323955149,-0.0385703977902494,0.0928831830766084,0.0691885684987592,0.0653583886439419,-0.0263940454485974,0.0485129056923335,-0.0286127740015415,0.138266915475768,0.00975873412382391,0.0699972892928888,0.0452699410521027,-0.0266798095795977,0.0323044706182647,0.117456536396838,0.0221001528102402,-0.0439053982968421,0.116002544851316,-0.0709157579048496,0.00429917021804591,-0.0277350010675586,-0.0391347495925303,0.024606395734083,0.0290753007483878,-0.0282486472436073,-0.0201910783911823,-0.0517279400614465,0.0311717213593591,-0.0389640275415679,-0.0574328230284175,-0.0230730771132037,-0.0897075112789036,0.0306758505248699,0.0118851395420166,-0.00527518008193217,0.069493843230187,-0.0757740305525224,-0.0220241455410361,-0.0070662411196131,-0.0148962362897984,-0.00310916036665011,0.0574462739093237,-0.0979584963042243,-0.00749545371658161,-0.0344642899503282,0.0454949677790785,0.0132356293768828,-0.00120526478193908,0.032336139592855,-0.0169466315352236,0.036609148448601,-0.0106409187275864,-0.0326702961058376,0.647635795239196
"HCC1937",0.11119165216109,0.0270973092587315,-0.134348398847839,0.173537553996235,-0.17931803597403,-0.0405395627472576,-0.0416679040842581,0.00630768458627609,-0.0843785158185412,-0.00658174929978378,0.0176939765579328,-0.0489436626967321,0.0206022797722979,-0.0355676823649163,0.0836630498109539,-0.0432802373234965,-0.101884030789582,0.00768963872245343,-0.0755890544163537,0.0547795459678359,-0.0469625173981027,-0.0853869264455892,0.0408139825991012,-0.0958444935819291,-0.0319021503062841,-0.0999232063159999,-0.00965104950378605,-0.0446357475253747,-0.0965739245415437,-0.083544812702847,0.0708231596211658,-0.0163176364754369,-0.0852975646911471,-0.049653051583219,-0.0662301256597259,0.0026571327032419,0.0297253135298094,-0.123715190924264,-0.0271118721329932,0.0981295243293336,0.1103974007126,0.0672743809000649,-0.0673795193515212,-0.0749678842326865,0.0263296026832847,0.0180018167218492,-0.0877136812966447,0.0796166875804371,-0.1359327531634,-0.0103171586986723,0.00805448663949325,0.16792702088109,0.156464997800924,0.135798777105491,0.0703454233623618,-0.0405028530026027,0.0369385704148764,0.00901662538220645,0.248163769328521,0.205881046119132,0.0641467710063912,-0.0420686817490976,0.322356752938967,0.0865936237703782,0.264600407903892,0.101373971797705,-0.0072429701488415,-0.325929211036975,0.0592828925381271,-0.130048769653293,-0.115970813354517,-0.264290045364811,0.0402676803275164,-0.0584506958059652,-0.0610739236547158,0.190586106284229,-0.16009649514888,-0.12324311884548,0.102229463247991,-0.120767125124605,-0.0598732042669048,0.0307524046517344,-0.0330013181218078
