"","PCA.1","PCA.2","PCA.3","PCA.4","PCA.5","PCB.1","PCB.2","PCB.3","PCB.4","PCB.5"
"AKT_SGK.BCL2_BCL2L1",-9.95527952786919,12.8376692763812,-0.0278441667092822,-0.607033840845541,-0.178530402341195,30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067
"AKT_SGK.FGFR",-9.95527952786919,12.8376692763812,-0.0278441667092822,-0.607033840845541,-0.178530402341195,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"AKT_SGK.MAP2K_1",-9.95527952786919,12.8376692763812,-0.0278441667092822,-0.607033840845541,-0.178530402341195,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"AKT_SGK.PIK3C",-9.95527952786919,12.8376692763812,-0.0278441667092822,-0.607033840845541,-0.178530402341195,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"AKT.AKT_1",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,5.89091901405094,3.22362618057086,8.69860835621565,-1.08371711755787,0.404041118759955
"AKT.ALK_IGFR",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-6.76708937502779,0.898601275564296,-3.09516075319113,-0.707348786214373,-0.111248249140507
"AKT.ATR_4",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136
"AKT.BCL2L1",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275
"AKT.Chloroquine",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-0.2039064600844,-5.07198059474462,1.53593049063943,-0.63792831863436,0.866140332599043
"AKT.Cisplatin",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-8.05187356900569,6.39490003189199,-2.1480985931966,0.280696657154266,0.155733819812513
"AKT.CSNK2A1_2",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081
"AKT.EGFR",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-9.53378236779719,10.6111396678384,-1.03730493418474,-0.555013868167367,-0.241531705832336
"AKT.ERBB",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994
"AKT.FGFR",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"AKT.HDAC_4",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-6.8202876069886,5.38356425610711,-2.60422042592814,-0.082824960512175,0.605110064508033
"AKT.PIK3C_2",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-8.15064490023302,7.45930764981329,-0.964010060337318,-0.723032892459592,-0.164283976941618
"AKT.PIK3CA_4",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-8.97435589031152,6.54192646829573,-2.4743103309252,-0.187012841226947,0.00906946090106335
"AKT.PIP5K1",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-11.6687352114186,7.44489819069731,-5.27858314573714,-0.74884305661378,-0.157658185927998
"AKT.TNF",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-2.26187830276518,-0.417398793453133,2.7813335409334,-0.785100851686114,-0.278069870268987
"AKT.TNKS_PARP6",27.4881467582102,5.55039636258213,-7.54620144869418,-4.51612889701824,1.83695891410163,-6.43502547967806,4.11260828503967,-0.505838781593365,-0.398486470057689,-0.229834503386582
"ALK_2.MTOR_1",-9.51887988201604,-1.9359368886902,-8.03500201884594,0.838215325749502,-0.521325659035502,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ALK_2.PIK3CB",-9.51887988201604,-1.9359368886902,-8.03500201884594,0.838215325749502,-0.521325659035502,-3.47956114672854,-4.33229043412161,-1.69067772722857,0.913452542549776,1.43408882016646
"ALK_2.TOP2",-9.51887988201604,-1.9359368886902,-8.03500201884594,0.838215325749502,-0.521325659035502,-5.25649663870468,-8.85424789625263,-6.39773797660768,0.803748188986476,-0.0641624497223152
"ALK_IGFR.MTOR_1",-6.76708937502779,0.898601275564296,-3.09516075319113,-0.707348786214373,-0.111248249140507,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ALK_IGFR.PIK3CB_PIK3CD",-6.76708937502779,0.898601275564296,-3.09516075319113,-0.707348786214373,-0.111248249140507,27.4017356671911,10.1465860331262,-5.25443303280622,-4.47306016810464,4.27930739012832
"ALK.CSNK2A1_2",-1.86818088989856,-6.35754989790997,-0.587745241461475,0.147649119761641,-0.207466804475005,-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081
"ALK.EGFR_2",-1.86818088989856,-6.35754989790997,-0.587745241461475,0.147649119761641,-0.207466804475005,-3.31502708210351,-9.89122112215177,-4.47526049875118,-0.255549552482808,0.52552804063984
"ALK.MTOR_1",-1.86818088989856,-6.35754989790997,-0.587745241461475,0.147649119761641,-0.207466804475005,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ALK.PIK3C",-1.86818088989856,-6.35754989790997,-0.587745241461475,0.147649119761641,-0.207466804475005,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"ATM.Gemcitabine",3.81853254321433,-15.2340202841297,2.36847320647348,-0.799850092346618,-0.116246788012535,-2.99325666912391,0.325134874620913,0.946153804627999,0.710582775436764,0.645408959362173
"ATR_4.BCL2_BCL2L1",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067
"ATR_4.CarboTaxol",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,-11.2145500445354,5.84509887565811,-6.56546048860176,1.35571625178387,-0.746451396412691
"ATR_4.HDAC_4",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,-6.8202876069886,5.38356425610711,-2.60422042592814,-0.082824960512175,0.605110064508033
"ATR_4.IAP",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"ATR_4.MAP2K_1",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"ATR_4.MTOR_1",1.3209950043678,-4.51592319262946,3.67724024213264,0.78356590997441,0.00679035985470136,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"BCL2_2.Vinorelbine",2.5332060412073,-9.90921170869138,1.99520593761479,-0.507718640183405,0.832341827413137,-3.49065766646431,8.47791185643269,6.03932672026691,0.969349324129198,0.462540602456343
"BCL2_BCL2L1_BCL2L2.FGFR",3.24310330858524,4.30890866233234,9.88585705901398,-0.936078106374024,1.14245728309198,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"BCL2_BCL2L1.EGFR",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-9.53378236779719,10.6111396678384,-1.03730493418474,-0.555013868167367,-0.241531705832336
"BCL2_BCL2L1.FASN",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-13.5814032041833,8.82927461126013,-6.71096390140216,-0.0105139395223696,-0.139897341240652
"BCL2_BCL2L1.FGFR",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"BCL2_BCL2L1.Gemcitabine",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-2.99325666912391,0.325134874620913,0.946153804627999,0.710582775436764,0.645408959362173
"BCL2_BCL2L1.IAP",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"BCL2_BCL2L1.MAP2K_1",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"BCL2_BCL2L1.PIK3CA_4",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-8.97435589031152,6.54192646829573,-2.4743103309252,-0.187012841226947,0.00906946090106335
"BCL2_BCL2L1.PIM1",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-0.304219411762266,-4.28219147778798,1.00686545347907,-0.530220680791705,-0.0176705652618924
"BCL2_BCL2L1.SLC16A4",30.7329969239666,11.2103145494898,-7.04553411803862,-2.19208961655644,3.81556596792067,-10.4136134641238,7.6348351880649,-3.78148662451509,-0.439163357018717,-0.581290005353783
"BCL2.CarboTaxol",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,-11.2145500445354,5.84509887565811,-6.56546048860176,1.35571625178387,-0.746451396412691
"BCL2.CSNK2A1_2",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081
"BCL2.IGFR_4",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,-0.894916613957716,2.318274858673,4.78836726401211,-0.41578069539464,-0.349311268766856
"BCL2.MAP2K_1",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"BCL2.Oxaliplatin",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,-0.850101557179608,0.717700936624503,4.92525036082847,-0.454174293778003,0.137475532183537
"BCL2.Topotecan",6.38432290607992,-15.5268160568413,0.31458474038965,-0.664067427827326,0.0729258733730062,-7.8728075400519,5.3800764172842,-2.00293802767663,1.66634479267268,-0.124741872705634
"BCL2L1.CarboTaxol",0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275,-11.2145500445354,5.84509887565811,-6.56546048860176,1.35571625178387,-0.746451396412691
"BCL2L1.IAP",0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"BCL2L1.MTOR_1",0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"BCL2L1.PIK3C",0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"BCL2L1.Vinorelbine",0.384586058559759,-9.55523245433715,0.454516557378149,0.302569247910395,0.20832814418275,-3.49065766646431,8.47791185643269,6.03932672026691,0.969349324129198,0.462540602456343
"BRAF_M.MAP2K_1",-8.16032010247547,-1.32238999545311,-6.04969519661382,0.251529683988692,-1.13915028273615,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"BRAF_M2.MAP2K_1",0.606389296816016,-4.13181911033581,3.82155575039037,-0.657079637755823,-0.120010645523304,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"BRAF_M2.MAP2K_3",0.606389296816016,-4.13181911033581,3.82155575039037,-0.657079637755823,-0.120010645523304,-8.09235649824941,3.92631992354148,-2.95610909890673,0.231787013684007,-0.773177514631117
"Carboplatin.CSNK2A1_2",2.07442267803774,-15.1345939120392,0.226147917349891,-0.624134237649805,-0.0842022765427959,-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081
"CarboTaxol.CSNK2A1_2",-11.2145500445354,5.84509887565811,-6.56546048860176,1.35571625178387,-0.746451396412691,-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081
"CHEK1.IAP",1.21789353405542,-0.892112121791156,6.5271151857706,0.691562147561888,-0.152278245812591,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"Chloroquine.FGFR",-0.2039064600844,-5.07198059474462,1.53593049063943,-0.63792831863436,0.866140332599043,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"Chloroquine.PIK3C",-0.2039064600844,-5.07198059474462,1.53593049063943,-0.63792831863436,0.866140332599043,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"Cisplatin.FGFR",-8.05187356900569,6.39490003189199,-2.1480985931966,0.280696657154266,0.155733819812513,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"Cisplatin.HDAC_4",-8.05187356900569,6.39490003189199,-2.1480985931966,0.280696657154266,0.155733819812513,-6.8202876069886,5.38356425610711,-2.60422042592814,-0.082824960512175,0.605110064508033
"Cisplatin.PARP1",-8.05187356900569,6.39490003189199,-2.1480985931966,0.280696657154266,0.155733819812513,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"Cisplatin.PIK3C",-8.05187356900569,6.39490003189199,-2.1480985931966,0.280696657154266,0.155733819812513,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"CSNK2A1_2.Gemcitabine",-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081,-2.99325666912391,0.325134874620913,0.946153804627999,0.710582775436764,0.645408959362173
"CSNK2A1_2.PIK3CA_3",-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081,1.92538443120197,-8.62389270967779,2.33096482543325,1.03026889306588,0.213155365112106
"CSNK2A1_2.SYK",-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081,0.966638073397188,-15.7084346633727,-1.44428187040934,-0.339789467650946,-0.101590717170106
"CSNK2A1_2.TNFSF10",-4.6082303015101,-6.1832547747257,-4.38217151846343,-0.0912582334718002,-0.364718845391081,-0.854842178745965,-13.5662884281309,-3.87234885131634,-0.585426005025278,-0.201230064082943
"Doxorubicin.IAP",-7.01097496653208,3.35094977110962,-1.5709688389481,1.91708543080002,-0.0655840073621199,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"Doxorubicin.TOP2",-7.01097496653208,3.35094977110962,-1.5709688389481,1.91708543080002,-0.0655840073621199,-5.25649663870468,-8.85424789625263,-6.39773797660768,0.803748188986476,-0.0641624497223152
"EG5.PARP1",-5.94857972883164,10.9205332138804,2.16744126077377,0.150913794440366,0.863411255106747,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"EG5.PIK3CB_PIK3CD",-5.94857972883164,10.9205332138804,2.16744126077377,0.150913794440366,0.863411255106747,27.4017356671911,10.1465860331262,-5.25443303280622,-4.47306016810464,4.27930739012832
"EG5.PIM1",-5.94857972883164,10.9205332138804,2.16744126077377,0.150913794440366,0.863411255106747,-0.304219411762266,-4.28219147778798,1.00686545347907,-0.530220680791705,-0.0176705652618924
"EGFR.FGFR",-9.53378236779719,10.6111396678384,-1.03730493418474,-0.555013868167367,-0.241531705832336,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"EGFR.MAP2K_1",-9.53378236779719,10.6111396678384,-1.03730493418474,-0.555013868167367,-0.241531705832336,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"ERBB.FGFR",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"ERBB.Gemcitabine",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,-2.99325666912391,0.325134874620913,0.946153804627999,0.710582775436764,0.645408959362173
"ERBB.IAP",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792
"ERBB.MAP2K_1",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"ERBB.MTOR_1",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ERBB.PIK3CA_4",1.7283817651922,-1.89213432854467,5.35028811478035,-1.10505223945929,-0.927464810042994,-8.97435589031152,6.54192646829573,-2.4743103309252,-0.187012841226947,0.00906946090106335
"ESR1_1.MTOR_1",-0.920468395896443,-11.4805805477571,-2.96161960153131,-0.497703542240053,0.369434011663933,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ESR1_1.PIK3C",-0.920468395896443,-11.4805805477571,-2.96161960153131,-0.497703542240053,0.369434011663933,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"ESR1_3.MTOR_1",-2.15103529180036,-10.2318133676256,-2.62468118930594,-0.45479478317752,-0.0737700318237529,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"ESR1.FGFR",-8.27736688370865,8.61371008984925,-0.158441072094634,-0.456137688137553,-0.115766640114416,24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203
"ESR1.MAP2K_1",-8.27736688370865,8.61371008984925,-0.158441072094634,-0.456137688137553,-0.115766640114416,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"ESR1.MTOR_1",-8.27736688370865,8.61371008984925,-0.158441072094634,-0.456137688137553,-0.115766640114416,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"FASN.MAP2K_1",-13.5814032041833,8.82927461126013,-6.71096390140216,-0.0105139395223696,-0.139897341240652,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"FASN.MTOR_1",-13.5814032041833,8.82927461126013,-6.71096390140216,-0.0105139395223696,-0.139897341240652,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"FGFR.MTOR_1",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,23.5478303225711,2.33495123001014,-4.73311389651516,6.37386657940529,2.03064477712979
"FGFR.MTOR_3",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,-0.488913503277893,3.45219242086209,4.1213257992918,-0.381854247490024,1.20159412975077
"FGFR.PIK3C_MTOR",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,2.58356050413145,-6.21377464677144,5.18495113559056,-0.566304652787007,0.944889175021389
"FGFR.Proteasome_2",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,-1.75002457850006,2.84025013652435,4.18234530496836,-0.465810836868151,1.44407029089312
"FGFR.SLC16A4",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,-10.4136134641238,7.6348351880649,-3.78148662451509,-0.439163357018717,-0.581290005353783
"FGFR.TNKS_PARP6",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,-6.43502547967806,4.11260828503967,-0.505838781593365,-0.398486470057689,-0.229834503386582
"FGFR.WNT",24.8998488789297,7.04777729740616,-2.8344719474734,-1.90068816252222,4.65444220927203,-1.47138074063571,-10.5948101349634,-4.49125967962258,-0.277613343928008,0.0529686922082469
"Gemcitabine.PARP1",-2.99325666912391,0.325134874620913,0.946153804627999,0.710582775436764,0.645408959362173,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"HDAC_4.PARP1",-6.8202876069886,5.38356425610711,-2.60422042592814,-0.082824960512175,0.605110064508033,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"HSP90.MAP2K_1",-6.35466453842982,8.89782670458988,1.54632105943518,0.167233642834017,0.513481722150273,23.1706014476955,6.46014289406978,-1.71541244394015,-4.89892761682413,-17.7438908730822
"HSP90.PARP1",-6.35466453842982,8.89782670458988,1.54632105943518,0.167233642834017,0.513481722150273,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"HSP90.PIK3C",-6.35466453842982,8.89782670458988,1.54632105943518,0.167233642834017,0.513481722150273,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"IAP.IGFR_3",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-1.51603801762368,2.16163832996668,4.13304485074796,-0.109483468822308,-0.0335739063577595
"IAP.IGFR_4",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-0.894916613957716,2.318274858673,4.78836726401211,-0.41578069539464,-0.349311268766856
"IAP.JAK",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-7.61441077285321,8.16709140359259,0.700823275389757,-0.175012996690018,0.0382367105349235
"IAP.Oxaliplatin",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-0.850101557179608,0.717700936624503,4.92525036082847,-0.454174293778003,0.137475532183537
"IAP.PARP1",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,0.076213280533479,-2.36785035467183,2.20825355598439,-0.838577972639462,-0.374198411077468
"IAP.PIK3C",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,21.5076218254945,4.00637883774843,-1.55600909182941,16.7905756433946,-3.19045508204433
"IAP.PIK3CA_3",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,1.92538443120197,-8.62389270967779,2.33096482543325,1.03026889306588,0.213155365112106
"IAP.PIK3CB",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-3.47956114672854,-4.33229043412161,-1.69067772722857,0.913452542549776,1.43408882016646
"IAP.PTK2",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,4.00820928646744,-3.83113670664402,8.16017005927589,-0.668140946959333,0.00228981938059838
"IAP.SN38",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,3.29913496948456,7.01286600691301,13.1758094855749,-0.11353078771162,0.0263833148446133
"IAP.TNF",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-2.26187830276518,-0.417398793453133,2.7813335409334,-0.785100851686114,-0.278069870268987
"IAP.TOP2_2",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-1.57360269038201,6.65683648571668,6.7792796138655,1.83628841175468,0.0505215368014253
"IAP.Topotecan",5.43358855128122,-2.46906137570882,5.22042657085497,0.978140759394969,-0.458334279511792,-7.8728075400519,5.3800764172842,-2.00293802767663,1.66634479267268,-0.124741872705634
